Color,Pawn,X,Y,Turn
orange,2,2,4,331
blue,1,2,2,332
orange,3,4,2,333
blue,1,0,4,334
orange,1,3,4,335
blue,2,4,2,336
orange,2,1,2,337
blue,3,0,2,338
orange,3,3,1,339
blue,3,1,3,340
orange,1,4,2,341
blue,3,0,2,342
orange,3,2,2,343
blue,2,1,4,344
orange,2,2,4,345
blue,3,1,1,346
orange,2,0,3,347
blue,3,0,0,348
orange,1,3,3,349
blue,1,1,3,350
orange,2,1,1,351
blue,2,0,2,352
orange,1,2,4,353
blue,2,1,4,354
orange,3,4,4,355
blue,2,2,2,356
orange,2,2,3,357
blue,2,0,3,358
orange,2,0,2,359
blue,2,2,2,360
orange,1,0,2,361
blue,2,0,3,362
orange,2,1,4,363
blue,2,1,1,364
orange,1,0,3,365
blue,2,2,3,366
orange,1,1,4,367
blue,2,0,2,368
orange,1,4,1,369
blue,2,2,1,370
orange,2,2,2,371
blue,2,0,2,372
orange,2,3,4,373
blue,2,1,4,374
orange,3,2,2,375
blue,2,2,2,376
orange,3,3,3,377
blue,2,1,4,378
orange,3,2,4,379
blue,2,2,2,380
orange,1,3,2,381
blue,1,2,4,382
orange,1,2,3,383
blue,2,1,0,384
orange,2,1,3,385
blue,2,3,1,386
orange,2,3,4,387
blue,2,4,3,388
orange,3,3,3,389
blue,2,2,2,390
orange,1,3,2,391
blue,2,0,1,392
orange,3,2,4,393
blue,1,4,2,394
orange,3,1,3,395
blue,1,3,3,396
orange,3,0,4,397
blue,1,2,4,398
orange,3,1,3,399
blue,1,4,2,400
orange,1,1,0,401
blue,1,3,3,402
orange,3,2,2,403
blue,1,2,4,404
orange,1,3,2,405
blue,1,4,2,406
orange,1,2,3,407
blue,2,1,3,408
orange,1,0,1,409
blue,1,3,3,410
orange,3,4,0,411
blue,1,4,2,412
orange,1,3,4,413
blue,1,3,3,414
orange,1,1,2,415
blue,1,4,2,416
orange,1,0,1,417
blue,1,3,3,418
orange,1,2,3,419
blue,1,2,4,420
orange,1,4,1,421
blue,1,4,2,422
orange,3,2,2,423
blue,1,3,3,424
orange,3,1,1,425
blue,1,2,4,426
orange,3,3,3,427
blue,1,4,2,428
orange,3,4,4,429
blue,1,3,3,430
orange,2,2,2,431
blue,1,2,4,432
orange,2,3,0,433
blue,1,4,2,434
orange,3,2,2,435
blue,1,3,3,436
orange,2,2,2,437
blue,1,2,4,438
orange,3,3,1,439
blue,1,4,2,440
orange,2,1,0,441
blue,1,3,3,442
orange,3,2,0,443
blue,1,2,4,444
orange,1,3,2,445
blue,1,4,2,446
orange,1,2,1,447
blue,2,0,1,448
orange,3,0,2,449
blue,2,1,3,450
orange,3,2,4,451
blue,2,0,1,452
orange,2,2,2,453
blue,2,1,3,454
orange,1,1,2,455
blue,1,3,3,456
orange,2,3,4,457
blue,1,4,2,458
orange,1,0,1,459
blue,1,3,3,460
orange,2,2,2,461
blue,1,4,2,462
orange,1,1,2,463
blue,1,3,3,464
orange,2,4,3,465
blue,1,4,2,466
orange,1,0,3,467
blue,1,3,3,468
orange,2,2,4,469
blue,1,2,4,470
